From,To,Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
EPA- NYNJ HARBOR ESTUARY PROGRAM,NJ DEP,,,,,,,,,NYC,,,,,,,,,,,,,,2047,1375,,,,1,,,
PARTNERSHIPS FOR PARKS,NYS OFFICE OF ASSEMBLY- BARNWELL,,,,,,,,,NYC,,,,,,,,,,,,,,20690,4878,,,,1,,,
CORNELL COOPERATIVE EXTENSION- PUTNAM COUNTY,UNITED WAY,,,,,,,,,region,,,,,,,,,,,,,,8828,116081423,,,,1,,,
WESTCHESTER SQUARE BID,RENAISSANCE HS,,,,,,,,,NYC,,,,,,,,,,,,,,106585,102084,,,,1,,,
PARTNERSHIPS FOR PARKS,RED HOOK INITIATIVE,,,,,,,,,NYC,,,,,,,,,,,,,,101611,4878,,,,1,,,
BROOKLYN QUEENS LAND TRUST,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1075,,,,1,,,
PS SI 450/CURTIS HS,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,106137,,,,1,,,
ASTORIA 5,ENVIRONMENTAL GROUPS,,,,,,,,,NYC,,,,,,,,,,,,,,GENERAL,100186,,,,1,,,
PARTNERSHIPS FOR PARKS,P.S. 312,,,,,,,,,NYC,,,,,,,,,,,,,,106478,4878,,,,1,,,
GREENE AVE UNITED NEIGHBORS,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,3662,,,,1,,,
BK APPLE GARDEN GROUP,IOBY,,,,,,,,,NYC,,,,,,,,,,,,,,104483,100318,,,,1,,,
SWALE,DWIGHT-ENGLEWOOD SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,20248,107273,,,,1,,,
NYC FOOD POLICY CTR - CUNY - HUNTER,LAURIE M. TISCH ILLUMINATION FUND,,,,,,,,,NYC,,,,,,,,,,,,,,20473,104413,,,,1,,,
M EAST COMMUNITY ASSOC,MURRAY HILL NEIGHBORHOOD ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,1333,133618464,,,,1,,,
KELLY STREET GARDEN,FANNIE LOU HAMER FREEDOM HS,,,,,,,,,NYC,,,,,,,,,,,,,,100662,101044,,,,1,,,
NYC PARKS,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,4655,,,,1,,,
NY TREE TRUST,HUDSON SQUARE BID,,,,,,,,,NYC,,,,,,,,,,,,,,20416,1357,,,,1,,,
WELLFUL ENVIRONMENT,CITIZENS,,,,,,,,,NYC,,,,,,,,,,,,,,2848,107891,,,,1,,,
ROCK LODGE CLUB,AMERICAN ASSOCIATION FOR NUDIST RECREATION,,,,,,,,,region,,,,,,,,,,,,,,20027,221548652,,,,1,,,
SCHOOL NEWS NATIONWIDE- TOUR FOR TOLERANCE,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,1468,,,,1,,,
SUTPHIN BLVD BID,Q CB12,,,,,,,,,NYC,,,,,,,,,,,,,,5063,5484,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,SWIM COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,2065,1375,,,,1,,,
FRIENDS OF + POOL,BK BRIDGE PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,2008,100046,,,,1,,,
596 ACRES,YOUTH GROUPS,,,,,,,,,NYC,,,,,,,,,,,,,,GENERAL,100086,,,,1,,,
SAINT NICHOLAS MIRACLE GARDEN,CORBIN HILL FOOD PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,103352,106831,,,,1,,,
GUERINOS AGAINST GRAFFITI,BX PRECINCT 52,,,,,,,,,NYC,,,,,,,,,,,,,,7682,4633,,,,1,,,
PIONEER WORKS,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101530,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF RUPPERT PARK,,,,,,,,,NYC,,,,,,,,,,,,,,100762,4878,,,,1,,,
FRIENDS OF THE HIGH LINE,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1208,,,,1,,,
RANDALLS ISLAND PARK ALLIANCE,CUNY,,,,,,,,,NYC,,,,,,,,,,,,,,8704,101599,,,,1,,,
PARTNERSHIPS FOR PARKS,M NEIGHBORS UNITED W 132ND ST,,,,,,,,,NYC,,,,,,,,,,,,,,105296,4878,,,,1,,,
SMILING HOGSHEAD RANCH,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101739,,,,1,,,
HARLEM ROSE GARDEN,PROJECT HARMONY,,,,,,,,,NYC,,,,,,,,,,,,,,1416,1259,,,,1,,,
NYNJ BAYKEEPER,IRONBOUND COMMUNITY CORPORATION,,,,,,,,,region,,,,,,,,,,,,,,101005,1374,,,,1,,,
GREEN MAP NYC,SCHOOL OF VISUAL ARTS,,,,,,,,,NYC,,,,,,,,,,,,,,20847,1237,,,,1,,,
PARTNERSHIPS FOR PARKS,OCEAN BY THE PARK TREE CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,101390,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,RESEARCH DIVERS,,,,,,,,,NYC,,,,,,,,,,,,,,103421,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,DOUGLASTON GARDEN CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,1132,4878,,,,1,,,
WATERFRONT ALLIANCE,CHRISTODORA,,,,,,,,,NYC,,,,,,,,,,,,,,1090,2037,,,,1,,,
EAST OF HUDSON WATERSHED CORP,NYC DEP,,,,,,,,,region,,,,,,,,,,,,,,4642,453809317,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NYS DEC,,,,,,,,,NYC,,,,,,,,,,,,,,4561,1457,,,,1,,,
PARTNERSHIPS FOR PARKS,HER-KING ALAGANTIC BLOCK ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,100928,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,BLOOMINGTAILS,,,,,,,,,NYC,,,,,,,,,,,,,,20105,4878,,,,1,,,
SI OUTLOUD,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1504,,,,1,,,
PARTNERSHIPS FOR PARKS,DEEP TANKS STUDIO,,,,,,,,,NYC,,,,,,,,,,,,,,103473,4878,,,,1,,,
HUDSON GREEN,HUDSON SQUARE CONNECTION,,,,,,,,,NYC,,,,,,,,,,,,,,104401,104199,,,,1,,,
PARTNERSHIPS FOR PARKS,RAVENS - FRIENDS OF POE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,5553,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,G.I.V.E.,,,,,,,,,NYC,,,,,,,,,,,,,,100783,4878,,,,1,,,
FARMERS GARDEN,GREEN GUERILLAS,,,,,,,,,NYC,,,,,,,,,,,,,,1236,3326,,,,1,,,
SOUTHAMPTON TRAILS PRESERVATION SOCIETY,SOUTHAMPTON TOWN BOARD,,,,,,,,,region,,,,,,,,,,,,,,20875,112971458,,,,1,,,
WATERFRONT ALLIANCE,CLEAN VIRGINIA WATERWAYS,,,,,,,,,NYC,,,,,,,,,,,,,,20196,2037,,,,1,,,
WATERFRONT ALLIANCE,BX CHILDRENS MUSEUM,,,,,,,,,NYC,,,,,,,,,,,,,,100294,2037,,,,1,,,
ELIZABETH STREET GARDEN,PS M 1,,,,,,,,,NYC,,,,,,,,,,,,,,20757,100750,,,,1,,,
LET IT GROW,CITIZENS,,,,,,,,,NYC,,,,,,,,,,,,,,2848,106046,,,,1,,,
URBAN RESOURCES INITIATIVE,FRIENDS OF EDGEWOOD PARK,,,,,,,,,region,,,,,,,,,,,,,,20312,61343983,,,,1,,,
GOWANUS CANAL CONSERVANCY,ARTBUILT MOBILE STUDIO,,,,,,,,,NYC,,,,,,,,,,,,,,20050,100831,,,,1,,,
NY4P,TRUST FOR PUBLIC LAND,,,,,,,,,NYC,,,,,,,,,,,,,,1541,1360,,,,1,,,
PARTNERSHIPS FOR PARKS,HOLLY CIVIC ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,3810,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,CADMAN PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,100369,4878,,,,1,,,
URBAN RESOURCES INITIATIVE,RAINBOW PARK,,,,,,,,,region,,,,,,,,,,,,,,20796,61343983,,,,1,,,
596 ACRES,NYC OFFICE OF BORO PRES- BK,,,,,,,,,NYC,,,,,,,,,,,,,,2632,100086,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF IRVING SQ PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20324,4878,,,,1,,,
NORWALK RIVER WATERSHED ASSOCIATION,NORWALK LAND TRUST,,,,,,,,,region,,,,,,,,,,,,,,237309817,61483326,,,,1,,,
PIONEER WORKS,RED HOOK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,101609,101530,,,,1,,,
GREENE ACRES COMMUNITY GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1244,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,DEERFIELD AREA CIVIC ASSOC OF EDGEMERE,,,,,,,,,NYC,,,,,,,,,,,,,,112877303,1457,,,,1,,,
GREEN MAP NYC,TIMES UP,,,,,,,,,NYC,,,,,,,,,,,,,,1532,1237,,,,1,,,
TNY,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101956,,,,1,,,
GOWANUS CANAL CONSERVANCY,RUNNER AND STONE,,,,,,,,,NYC,,,,,,,,,,,,,,20831,100831,,,,1,,,
LAGUARDIA CORNER GARDENS,NYCBEEKEEPING.ORG,,,,,,,,,NYC,,,,,,,,,,,,,,105501,1301,,,,1,,,
LYDIAS MAGIC GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101123,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,NYC EMERGENCY MANAGEMENT,,,,,,,,,NYC,,,,,,,,,,,,,,4652,101704,,,,1,,,
NY4P,MAS,,,,,,,,,NYC,,,,,,,,,,,,,,4426,1360,,,,1,,,
NEWTOWN HISTORICAL SOCIETY,HARBORLAB,,,,,,,,,NYC,,,,,,,,,,,,,,20390,105425,,,,1,,,
WATERFRONT ALLIANCE,DHV CONSULTANTS BV,,,,,,,,,NYC,,,,,,,,,,,,,,20237,2037,,,,1,,,
PS 41 GREENWICH VILLAGE SCHOOL,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,106164,,,,1,,,
FOREST PARK TRUST,PS Q440 FOREST HILLS HS,,,,,,,,,NYC,,,,,,,,,,,,,,3386,3393,,,,1,,,
PS SI 450/CURTIS HS,HYPERAKT,,,,,,,,,NYC,,,,,,,,,,,,,,20423,106137,,,,1,,,
NEWTOWN CREEK ALLIANCE,CUNY,,,,,,,,,NYC,,,,,,,,,,,,,,8704,1363,,,,1,,,
MFINDA KALUNGA GARDEN,LUNGS,,,,,,,,,NYC,,,,,,,,,,,,,,101122,1327,,,,1,,,
BROTHERHOOD SISTER SOL,MLT,,,,,,,,,NYC,,,,,,,,,,,,,,20538,5511,,,,1,,,
FORDHAM UNIVERSITY- BIOLOGICAL SCIENCES- CENTER FOR URBAN ECOLOGY,AMERICAN MUSEUM OF NATURAL HISTORY,,,,,,,,,NYC,,,,,,,,,,,,,,2354,103858,,,,1,,,
LOTUS GARDEN,HUNTER COLLEGE HS,,,,,,,,,NYC,,,,,,,,,,,,,,20419,1311,,,,1,,,
CITIZEN PROJECTS,WATERFRONT ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,2037,5501,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NYC OFFICE OF SENATE- JAMES SANDERS JR,,,,,,,,,NYC,,,,,,,,,,,,,,20665,1457,,,,1,,,
596 ACRES,BROOKLYN QUEENS LAND TRUST,,,,,,,,,NYC,,,,,,,,,,,,,,1075,100086,,,,1,,,
URBAN RESOURCES INITIATIVE,VICTIMS OF GUN VIOLENCE,,,,,,,,,region,,,,,,,,,,,,,,20996,61343983,,,,1,,,
GOWANUS CANAL CONSERVANCY,PS BK 32,,,,,,,,,NYC,,,,,,,,,,,,,,106159,100831,,,,1,,,
MERCY HOME FOR CHILDREN,CARLOS LEGACY,,,,,,,,,NYC,,,,,,,,,,,,,,20147,104606,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,MILLION TREES NYC,,,,,,,,,NYC,,,,,,,,,,,,,,101195,1313,,,,1,,,
DUCKETT OAKLAND LAKE MEADOW GROUP,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,20246,,,,1,,,
FRIENDS OF THE HIGH LINE,NYC OFFICE OF MAYOR,,,,,,,,,NYC,,,,,,,,,,,,,,8471,1208,,,,1,,,
SEEDBALL,LES GIRLS CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,4194,106905,,,,1,,,
CARPENTER AVENUE COMMUNITY GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1083,,,,1,,,
WAVE HILL,NATURAL AREAS CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,101232,1562,,,,1,,,
WEST CUNNINGHAM PARK CIVIC ASSOC,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,21020,,,,1,,,
WEST ISLIP BEAUTIFICATION SOCIETY,WOMEN OF WEST ISLIP,,,,,,,,,region,,,,,,,,,,,,,,21035,113098266,,,,1,,,
FARMERS GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,3326,,,,1,,,
PARTNERSHIPS FOR PARKS,LAGUARDIA AIRPORT REDEVELOPMENT,,,,,,,,,NYC,,,,,,,,,,,,,,20466,4878,,,,1,,,
RANDALLS ISLAND PARK ALLIANCE,UNITED BY BLUE,,,,,,,,,NYC,,,,,,,,,,,,,,20965,101599,,,,1,,,
GIPSY TRAIL CLUB,NYC DEP,,,,,,,,,region,,,,,,,,,,,,,,4642,140694810,,,,1,,,
ORANGE ENVIRONMENT,CATSKILL MOUNTAINKEEPER,,,,,,,,,region,,,,,,,,,,,,,,20152,133181290,,,,1,,,
LA CASITA VERDE,BK BOTANIC GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1067,101065,,,,1,,,
TOWN SQUARE,NEIGHBORS ALLIED FOR GOOD GROWTH,,,,,,,,,NYC,,,,,,,,,,,,,,101258,5594,,,,1,,,
FRED SAMUEL RESIDENT ASSOC,CITIZENS,,,,,,,,,NYC,,,,,,,,,,,,,,2848,103908,,,,1,,,
W 113TH ST BLOCK/ W 113 ST AMSTERDAM-BROADWAY COMMITTEE,AMERICAN COMMUNITY GARDENING ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,102391,1564,,,,1,,,
BRIARWOOD BUTTERFLY BRIGADE,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,20123,,,,1,,,
GOWANUS CANAL CONSERVANCY,BK BOTANIC GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1067,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,HUDSON GREEN,,,,,,,,,NYC,,,,,,,,,,,,,,104199,4878,,,,1,,,
MERCY HOME FOR CHILDREN,INTERFAITH NUTRITION NETWORK,,,,,,,,,NYC,,,,,,,,,,,,,,112676892,104606,,,,1,,,
PARTNERSHIPS FOR PARKS,ABINGDON SQUARE ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,1016,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,NYC BARN DANCE,,,,,,,,,NYC,,,,,,,,,,,,,,20611,4878,,,,1,,,
6TH ST COMMUNITY CENTER,JUST FOOD,,,,,,,,,NYC,,,,,,,,,,,,,,1296,5317,,,,1,,,
OUTER SEED SHADOW,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,20724,,,,1,,,
GARDEN CLUB OF CITY ISLAND,CITY ISLAND CIVIC ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,2865,3546,,,,1,,,
LONG ISLAND CITY PARTNERSHIP,TISHMAN SPEYER PROPERTIES,,,,,,,,,NYC,,,,,,,,,,,,,,20918,101113,,,,1,,,
LA PLAZA CULTURAL ARMANDO PEREZ,NYPD,,,,,,,,,NYC,,,,,,,,,,,,,,4664,1300,,,,1,,,
DELAWARE HIGHLANDS CONSERVANCY,NYS DEC,,,,,,,,,,,,,,,,,,,,,,,4561,31031,,,,2,,,
PARTNERSHIPS FOR PARKS,WATERFRONT ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,2037,4878,,,,1,,,
NEIGH HOUSE OF RIVERDALE,SCHERVIER NURSING CARE CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,8748,1449,,,,1,,,
FRIENDS OF MACDONALD PARK,FOREST HILLS COMMUNITY & CIVIC ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,3381,20333,,,,1,,,
VARIED RESOURCES,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,107795,,,,1,,,
HARLEM ROSE GARDEN,GREEN GUERILLAS,,,,,,,,,NYC,,,,,,,,,,,,,,1236,1259,,,,1,,,
PARTNERSHIPS FOR PARKS,Q COMMUNITY HOUSE,,,,,,,,,NYC,,,,,,,,,,,,,,3383,4878,,,,1,,,
HACKENSACK RIVERKEEPER,NJ SPORTS AND EXPOSITION AUTHORITY,,,,,,,,,region,,,,,,,,,,,,,,20588,2027,,,,1,,,
DOWNTOWN BOATHOUSE,NYC OFFICE OF BORO PRES- M,,,,,,,,,NYC,,,,,,,,,,,,,,7745,3130,,,,1,,,
FLUSHING MEADOWS-CORONA PARK CONSERVANCY,ELECTED OFFICIALS,,,,,,,,,NYC,,,,,,,,,,,,,,GENERAL,1179,,,,1,,,
GOWANUS CANAL CONSERVANCY,STARR WHITEHOUSE LANDSCAPE ARCHITECTS AND PLANNERS,,,,,,,,,NYC,,,,,,,,,,,,,,107135,100831,,,,1,,,
SAINT MARKS PLACE BLOCK-  3RD 4TH AVE,BOERUM HILL ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,2509,101681,,,,1,,,
WYCKOFF BOND GARDEN,BOERUM HILL ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,2509,1584,,,,1,,,
BROOKLYN QUEENS LAND TRUST,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,1075,,,,1,,,
CONEY ISLAND BEAUTIFICATION PROJECT,PS BK 90,,,,,,,,,NYC,,,,,,,,,,,,,,4828,100500,,,,1,,,
NYBG,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,1372,,,,1,,,
ALFRED E SMITH RESIDENT ASSOC,GOOD OLD LOWER EAST SIDE,,,,,,,,,NYC,,,,,,,,,,,,,,3617,106981,,,,1,,,
SWIM STRONG FOUNDATION,CENTRAL AVE CHRYSLER,,,,,,,,,NYC,,,,,,,,,,,,,,20161,107278,,,,1,,,
WILDLANDS CONSERVANCY,LEHIGH COUNTY,,,,,,,,,,,,,,,,,,,,,,,31095,31004,,,,2,,,
INWOOD SPROUTS,FRIENDS OF INWOOD HILL PARK,,,,,,,,,NYC,,,,,,,,,,,,,,106944,104552,,,,1,,,
ASTORIA URBAN GARDENERS,ASTORIA 5,,,,,,,,,NYC,,,,,,,,,,,,,,100186,102532,,,,1,,,
PARTNERSHIPS FOR PARKS,NYRP,,,,,,,,,NYC,,,,,,,,,,,,,,1356,4878,,,,1,,,
LOWER RARITAN WATERSHED PARTNERSHIP,BRIDGEWATER EC,,,,,,,,,NYC,,,,,,,,,,,,,,20124,104920,,,,1,,,
LOWER RARITAN WATERSHED PARTNERSHIP,DUKE FARMS,,,,,,,,,NYC,,,,,,,,,,,,,,134008720,104920,,,,1,,,
GREENING GREENPOINT,NORTH BK BOAT CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,101315,104187,,,,1,,,
PARTNERSHIPS FOR PARKS,SARA D ROOSEVELT PARK COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,101688,4878,,,,1,,,
GOWANUS CANAL CONSERVANCY,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,100831,,,,1,,,
CITY PARKS FOUNDATION,NYBG,,,,,,,,,NYC,,,,,,,,,,,,,,1372,7765,,,,1,,,
PARTNERSHIPS FOR PARKS,TRASH PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,107613,4878,,,,1,,,
FOREST PARK TRUST,BK BIRD CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,100323,3393,,,,1,,,
CORNELL COOPERATIVE EXTENSION- ULSTER COUNTY,TOWN OF HURLEY,,,,,,,,,region,,,,,,,,,,,,,,20927,146036893,,,,1,,,
WATERFRONT ALLIANCE,BK BRIDGE PARK BOATHOUSE,,,,,,,,,NYC,,,,,,,,,,,,,,102853,2037,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF MACRI PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20334,4878,,,,1,,,
GOWANUS CANAL CONSERVANCY,AVENUES- WORLD SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,102557,100831,,,,1,,,
FRIENDS OF THE HIGH LINE,M CB2,,,,,,,,,NYC,,,,,,,,,,,,,,2954,1208,,,,1,,,
URBAN RESOURCES INITIATIVE,MONITOR SQUARE,,,,,,,,,region,,,,,,,,,,,,,,20542,61343983,,,,1,,,
PARTNERSHIPS FOR PARKS,DEWITT CLINTON DOG RUN,,,,,,,,,NYC,,,,,,,,,,,,,,20235,4878,,,,1,,,
WILLIAM B WASHINGTON MEMORIAL GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,102096,,,,1,,,
PS BK 262- SCHOOL GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,106029,,,,1,,,
PS BX 811- HORTICULTURE CLUB,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,106085,,,,1,,,
GOWANUS CANAL CONSERVANCY,PS M 94,,,,,,,,,NYC,,,,,,,,,,,,,,106187,100831,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,EDISON TOWNSHIP BOAT BASIN,,,,,,,,,NYC,,,,,,,,,,,,,,103649,1375,,,,1,,,
PARTNERSHIPS FOR PARKS,ASSN TO BENEFIT CHILDREN,,,,,,,,,NYC,,,,,,,,,,,,,,100184,4878,,,,1,,,
WESTCHESTER LAND TRUST,PACE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,,1401,5838,,,,2,,,
6TH ST COMMUNITY CENTER,PS M 64,,,,,,,,,NYC,,,,,,,,,,,,,,105885,5317,,,,1,,,
PARTNERSHIPS FOR PARKS,FUTURE STAR PRODUCTIONS,,,,,,,,,NYC,,,,,,,,,,,,,,20354,4878,,,,1,,,
LOWER EAST SIDE PRESERVATION INITIATIVE,HDC,,,,,,,,,NYC,,,,,,,,,,,,,,3798,104909,,,,1,,,
PARTNERSHIPS FOR PARKS,EMPOWERING YOUTH TOWARDS EXCELLENCE,,,,,,,,,NYC,,,,,,,,,,,,,,103697,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,GREEN SHORES NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100860,4878,,,,1,,,
COMMUNITY COUNSELING AND MEDIATION- GEORGIAS PLACE,BK BOTANIC GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1067,104060,,,,1,,,
LONG ISLAND FARM BUREAU,PECONIC LAND TRUST,,,,,,,,,region,,,,,,,,,,,,,,112667021,463436790,,,,1,,,
CENTER FOR URBAN PEDAGOGY,WEACT,,,,,,,,,NYC,,,,,,,,,,,,,,1573,100407,,,,1,,,
GREEN MAP NYC,NEW SCHOOL- PARSONS,,,,,,,,,NYC,,,,,,,,,,,,,,4876,1237,,,,1,,,
PROTECTORS OF PINE OAKS,NORTH SHORE WATERFRONT CONSERVANCY OF SI,,,,,,,,,NYC,,,,,,,,,,,,,,1366,1422,,,,1,,,
FRIENDS OF BLUE HERON PARK,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,3440,,,,1,,,
GOWANUS CANAL CONSERVANCY,NPS,,,,,,,,,NYC,,,,,,,,,,,,,,4455,100831,,,,1,,,
FRIENDS OF SHERMAN CREEK CONSERVANCY,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,100763,,,,1,,,
PARTNERSHIPS FOR PARKS,VOLUNTEERS FOR SPRINGFIELD PARK,,,,,,,,,NYC,,,,,,,,,,,,,,102039,4878,,,,1,,,
FORT GREEN ASSOCIATION,HISTORIC DISTRICT COUNCIL,,,,,,,,,,,,,,,,,,,,,,,31056,1181,,,,2,,,
3RD ST SCHOOL GARDEN,LOWER EAST SIDE ECOLOGY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,1313,105291,,,,1,,,
IDIG2LEARN,PS MS M217,,,,,,,,,NYC,,,,,,,,,,,,,,104940,104467,,,,1,,,
SWALE,STUYVESANT HS,,,,,,,,,NYC,,,,,,,,,,,,,,107214,107273,,,,1,,,
FRIENDS OF THE BAY,CITIZENS CAMPAIGN FOR THE ENVIRONMENT,,,,,,,,,NYC,,,,,,,,,,,,,,1092,103976,,,,1,,,
ISLA,PEACE ACTION SI,,,,,,,,,NYC,,,,,,,,,,,,,,106299,104766,,,,1,,,
MUSEUM AT ELDRIDGE STREET,NYS COUNCIL ON THE ARTS,,,,,,,,,NYC,,,,,,,,,,,,,,8123,101226,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF J HOOD WRIGHT,,,,,,,,,NYC,,,,,,,,,,,,,,20325,4878,,,,1,,,
NATURE CONSERVANCY- NYC,NY4P,,,,,,,,,NYC,,,,,,,,,,,,,,1360,1527,,,,1,,,
BALMVILLE CITIZENS ASSOC,TOWN OF NEWBURGH,,,,,,,,,region,,,,,,,,,,,,,,20936,141790207,,,,1,,,
PASSAIC RIVER BOAT CLUB,PASSAIC VALLEY SEWERAGE COMMISSION,,,,,,,,,NYC,,,,,,,,,,,,,,4885,101508,,,,1,,,
SWIM STRONG FOUNDATION,BIMBO,,,,,,,,,NYC,,,,,,,,,,,,,,20088,107278,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF DAG HAMMARSKJOLD PLAZA,,,,,,,,,NYC,,,,,,,,,,,,,,100748,4878,,,,1,,,
MONTAGUE ST BID,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,4375,,,,1,,,
WATERFRONT ALLIANCE,BLUESHORE ENGINEERING,,,,,,,,,NYC,,,,,,,,,,,,,,20106,2037,,,,1,,,
GOWANUS CANAL CONSERVANCY,ARTS GOWANUS,,,,,,,,,NYC,,,,,,,,,,,,,,100172,100831,,,,1,,,
WATERFRONT ALLIANCE,ALLIANCE FOR CONEY ISLAND,,,,,,,,,NYC,,,,,,,,,,,,,,100136,2037,,,,1,,,
BK GRANGE,CITY GROWERS,,,,,,,,,NYC,,,,,,,,,,,,,,100450,100339,,,,1,,,
PARTNERSHIPS FOR PARKS,SUSTAINABLE SOUTH BX,,,,,,,,,NYC,,,,,,,,,,,,,,1513,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,PROJECT HARMONY,,,,,,,,,NYC,,,,,,,,,,,,,,1416,4878,,,,1,,,
OUTER SEED SHADOW,ASCEND EDUCATIONAL FUND,,,,,,,,,NYC,,,,,,,,,,,,,,20053,20724,,,,1,,,
