Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
PADRE PLAZA,,,,,,,,,,,,,,,,,,,,,4842,,,Civic,,,,,2,2
Q CB5,,,,,,,,,,,,,,,,,,,,,5067,,,Civic,,,,,2,2
KIWANIS- JAMAICA,,,,,,,,,,,,,,,,,,,,,20463,,,Civic,,,,,1,1
SI AGAINST RACISM AND POLICE BRUTALITY,,,,,,,,,,,,,,,,,,,,,20856,,,Civic,,,,,1,1
PARTNERSHIPS FOR PARKS,,,,,,,,,,,,,,,,,,,,,4878,,,Civic,Park,,,,52,52
HERITAGE PARK TRUST,,,,,,,,,,,,,,,,,,,,,20402,,,Civic,,,,,1,1
CD SKATESHOP OF STATEN ISLAND,,,,,,,,,,,,,,,,,,,,,103012,,,Civic,,,,,1,1
PS BK 261,,,,,,,,,,,,,,,,,,,,,106028,,,School,,,,,1,1
WEST 80S NEIGHBORHOOD ASSOC,,,,"Our large Annual Spring community event (""Love Your Street Tree Day"" ) attracts tree stewards from many different neighborhoods, but primarily the UWS of Manhattan.  Attendees receive gardening tools and supplies, as we ll as our free curb your dog signs",Education,Yes,"We are a coalition of NYC volunteers, elected officials, community leaders, local businesses, government agencies, schools, academia, and non-profits who have joined together, with the West 80s Neighborhood Association as our lead organizer, to bring awa",,New York,,West 80s Neighborhood Association,,NY,P.O. Box 732,west_80s and LuvYurStreetree,1,501(c)(3) (or has applied),http://west80s.org,10024,80-100%,102069,,,Civic,Street tree,EDUCATE,1,2009,1,1
KEW GARDENS IMPROVEMENT ASSOC,,,,,,,,,,,,,,,,,,,,,20457,,,Civic,,,,,1,1
FRIENDS OF BROOKVILLE PARK,,,,,,Yes,,,Rosedale,friendsofbrookvillepark@gmail.co,Friends of Brookville Park,n/a,NY,259-82 148 Drive,,3,Group without 501(c)(3) or 501(c)(4) status,,11422,,3444,,,Civic,,MANAGE,1,,1,1
CONCRETE SAFARIS,,,,"East Harlem:
1. Washington Houses between 97th and just above 98th Street and between Third and Second Avenues

2. Jefferson Houses between 112th and 115th Streets and 1st and 2nd Avenues.... expanding East of 2nd Avenue in 2018",Recreation and sports (including birding and fishing),Yes,To provide youth with the experiential education to become healthy leaders and environmental advocates for themselves and their communities.,,New York,info @ concretesafaris.org,Concrete Safaris,646-869-1503,NY,"158 East 115th Street, Suite 144",,1,501(c)(3) (or has applied),http://concretesafaris.org,10029,80-100%,100499,,,Civic,"Residential building grounds (apartment courtyard, back yard, etc.)",EDUCATE,1,2008,1,1
AUDUBON NYC,,,,,,,,,,,,,,,,,,,,,1352,,,Civic,,,,,7,7
GREEN BELOW 14,,,,,,,,,,,,,,,,,,,,,100849,,,Civic,,,,,2,2
CON ED,,,,,,,,,,,,,,,,,,,,,7058,,,Business,,,,,3,3
M CB4,,,,,,,,,,,,,,,,,,,,,8444,,,Civic,,,,,1,1
US COAST GUARD,,,,,,,,,,,,,,,,,,,,,7415,,,Government,,,,,1,1
NY PUBLIC LIBRARY,,,,,,,,,,,,,,,,,,,,,7024,,,Civic,,,,,6,6
EARTHDANCE RETREAT CENTER,,,,,,,,,,,,,,,,,,,,,20253,,,Civic,,,,,1,1
LEHIGH COUNTY,,,,,,,,,,,,,,,,,,,,,31095,,,Government,,,,,1,1
NATIONAL YOUTH ORGANIZATION OF PAKISTAN,,,,"CB14, DC09, cITY dISTRICT 40,45",Economic development,Yes,,,Brooklyn,nyopngo@hotmail.com,"National Youth Organization of Pakistan, Inc.",347-933-7938,NY,"1102 Glenwood Road, Suite # 4A",,1,501(c)(3) (or has applied),http://nyopngo.org,11230,40-59%,20565,,,Civic,,EDUCATE,1,,0,0
BK BRIDGE PARK CONSERVANCY,,,,"Brooklyn Bridge Park, within the 85 acres of parkland, from John Street to Atlantic Avenue",Environment,Yes,Brooklyn Bridge Park Conservancy is a non-profit that advocates for the creation of a world-class park to reflect the history and character of the Brooklyn waterfront and serve the people of the New York City region and beyond. The Conservancy's Voluntee,,Brooklyn,info@brooklynbridgepark.org,Brooklyn Bridge Park Conservancy,718-802-0603,NY,334 Furman Street,@BklynBrdgPark,1,501(c)(3) (or has applied),http://brooklynbridgepark.org,11201,20-39%,2008,,,Civic,Park,EDUCATE,1,1985,4,4
DOVER BEACH PEAK,,,,,,,,,,,,,,,,,,,,,20243,,,Civic,,,,,1,1
EASTERN PA PERMACULTURE GUILD,,,,,,,,,,,,,,,,,,,,,20260,,,Civic,,,,,1,1
MARINE PARK CIVIC ASSOCIATION,,,,,,,,,,,,,,,,,,,,,101156,,,Civic,,,,,1,1
RONDOUT-ESOPUS LAND CONSERVANCY,,,,"Rondout Creek & Valley
Esopus Creek & Valley
Olive NY",Environment,Yes,Land preservation through conservation easements,,Accord,,Rondout-Esopus Land Conservancy,,NY,P.O. Box 144,,1,501(c)(3) (or has applied),http://RELANDCONSERVANCY.org,12404,80-100%,222858802,,,Civic,Forest / Woodland,CONSERVE,1,1987,0,0
FRIENDS OF THE BONSAL PRESERVE,,,,"MontclairΓò¼├┤Γö£├ºΓö£├╗s Bonsal Preserve is a 21-acre woodland / wetland at the north end of town, straddled by an additional nine acres of forest belonging to the NJ State reservoir system.  It was set aside as wilderness by a grant from the NJ DEP Gre",Environment,Yes,"Our goal is to preserve and maintain the woods, waterway and wildlife in their natural state.",,Montclair,BonsalPreserve@verizon.net,Friends of the Bonsal Preserve,973-902-2454,NJ,33 Marquette Road,N/A,3,Group without 501(c)(3) or 501(c)(4) status,http://facebook.com/BonsalPreserve/?ref=aymt_homepage_panel,7043,80-100%,20342,,,Civic,Forest / Woodland,MANAGE,1,,1,1
BROOKLYN QUEENS LAND TRUST,,,,"Brooklyn Queens Land Trust community gardens are located in such diverse locations as Brownsville, Bedford Stuyvesant, Boerum Hill, Bushwick, Cancarsie, Clinton Hills, Crown Heights, Ditmus Park, East New York, Flatbush, Flatlands, Fort Greene, Greenpoin",Community improvement and capacity building,Yes,"The Mission of the BQLT is to:

ΓÇó Ensure the conservation and preservation of open space in perpetuity, for the benefit of the general public, and

ΓÇó Act as steward of the open space properties that BQLT owns, 

ΓÇó Establish a community of gardeners",,Brooklyn,info@bqlt.org,Brooklyn Queens Land Trust,718-963-7020,NY,"30 Third Avenue, Room 842",,1,501(c)(3) (or has applied),http://bqlt.org,1121,80-100%,1075,,,Civic,Community Garden,MANAGE,1,2004,5,5
NYC ENVIRONMENTAL JUSTICE ALLIANCE,,,,,,,,,,,,,,,,,,,,,4649,,,Civic,,,,,3,3
BIKE AND ROLL NYC,,,,,,,,,,,,,,,,,,,,,102691,,,Civic,,,,,1,1
ST MARKS AVE BLOCK,,,,,,,,,,,,,,,,,,,,,5392,,,Civic,,,,,1,1
BLACK URBAN GROWERS,,,,,,,,,,,,,,,,,,,,,102704,,,Civic,,,,,1,1
RODEPH SHOLOM SCHOOL,,,,,,,,,,,,,,,,,,,,,20823,,,Civic,,,,,1,1
CHRIST ASSEMBLY LUTHERAN CHURCH,,,,#NAME?,,Yes,To help redirect our youths to keep them out of trouble. To help the elderly who do not have formal education to read + write through our adult education program so they can live independently in the community.,,Staten Island,N/A,Christ Assembly Lutheran Church,N/A,NY,27 Hudson St,N/A,,,,10304,40-59%,2824,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",,1,1997,0,0
RARITAN RIVERKEEPER,,,,,,,,,,,,,,,,,,,,,1438,,,Civic,,,,,1,1
NYC CITY COUNCIL- KAREN KOSLOWITZ,,,,,,,,,,,,,,,,,,,,,20627,,,Government,,,,,2,2
UNIVERSITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
ARCADIS,,,,,,,,,,,,,,,,,,,,,20046,,,Business,,,,,2,2
METRO HOST,,,,,,,,,,,,,,,,,,,,,20524,,,Civic,,,,,1,1
RIVERVIEW ART DISTRICT,,,,,,,,,,,,,,,,,,,,,20819,,,Civic,,,,,1,1
SNUG HARBOR CULTURAL CENTER AND BOTANICAL GARDEN CULTURAL CENTER AND BOTANICAL GARDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HUDSON COUNTY NJ PARKS,,,,,,,,,,,,,,,,,,,,,20414,,,Government,,,,,1,1
SS COLUMBIA PROJECT,,,,"SS Columbia Project collaborated on projects to promote waterfront access in New York city, the Hudson Valley, and Buffalo. Our partners include municipalities, non-profit cultural organizations, and educational institutions.",Education,Yes,"The SS Columbia Project is a 501(c)3 organization that is restoring the 115-year-old National Historic Landmark steamboat, SS Columbia. Once in service, Columbia will be a new cultural venue on the Hudson River - a platform for arts, education, and enter",,New York,contact@sscolumbia.org,SS Columbia Project,212-228-3128,NY,232 East 11th Street,sscolumbia,1,501(c)(3) (or has applied),http://sscolumbia.org,10003,20-39%,107063,,,Civic,Waterfront / Beach / Shoreline,EDUCATE,1,2007,0,0
FRIENDS OF FOREST PARK,,,,"Forest Park Queens, Kew Gardens, Richmond Hill, Forest Hills",Environment,Yes,"Mission Statement

The Friends of Forest Park is a community group dedicated to volunteerism and the maintenance and improvement of Forest Park.  To work closely with NYC Parks and the local community to promote volunteer activities and represent the c",,Kew Gardens,FriendsOfForestPark@yahoo.com,Friends of Forest Park,917-282-075,NY,"83-19 116th Street, #5F",@FPFriendsNY,3,Group without 501(c)(3) or 501(c)(4) status,http://friendsofforestpark.com,11418,80-100%,3462,,,Civic,Park,TRANSFORM,1,2015,2,2
NYC CITY COUNCIL- COREY JOHNSON,,,,,,,,,,,,,,,,,,,,,20617,,,Government,,,,,3,3
CENTER FOR ACTIVE DESIGN,,,,,,,,,,,,,,,,,,,,,100400,,,Civic,,,,,1,1
BEYER BLINDER BELLE ARCHITECTS AND PLANNERS,,,,,,,,,,,,,,,,,,,,,102679,,,Civic,,,,,1,1
KEAN UNIVERSITY,,,,,,,,,,,,,,,,,,,,,20454,,,School,,,,,1,1
NYC CITY COUNCIL- DANIEL DROMM,,,,,,,,,,,,,,,,,,,,,20619,,,Government,,,,,1,1
FRIENDS OF CARROLL PARK,,,,"Carroll Park.  Bounded by Court Street, Carroll Street, Smith Street and President Street",Community improvement and capacity building,Yes,"To help maintain the planted areas of Carroll Park, to advocate for the park,  and to provide programming within the park to the community.",,Brooklyn,carrollparkbrooklyn@gmail.com,Friends of Carroll Park,,NY,213 Carroll Street,,1,501(c)(3) (or has applied),http://friendsofcarrollpark.com,11231,40-59%,1108,,,Civic,Park,MANAGE,1,1977,1,1
BK APPLE GARDEN GROUP,,,,"B.A.G.G. is a local C.B.O. that works with the public school system to bring awareness of the environment through teaching gardening and basic ecological systems to grade school children.  We also work with local community groups, Lincoln Terrace Park Al",Education,Yes,"We are a Not-for-Profit Community Organization that established our first Urban Learning Garden┬áin Public School189k and are expanding to other schools throughout the┬áBrooklyn, NY Locale.  Our classroom discussions focus on Food Deserts, health & welln",,BROOKLYN,baggnthehood@gmail.com,Brooklyn Apple Garden Group,347-295-0155,NY,1090 E. New York Ave 4C,,3,Group without 501(c)(3) or 501(c)(4) status,http://baggnthehood.org,11212,80-100%,100318,,,Civic,School yard / Outdoor classroom,MANAGE,1,2014,1,1
OPEN SPACE INSTITUTE,,,,,,,,,,,,,,,,,,,,,4697,,,Civic,,,,,4,4
FRIENDS OF HOPE BALLFIELD,,,,"Hope Ballfield,  Menahan  and Grove St, Between Knickerbocker and WIlson",Community improvement and capacity building,Yes,El Puente's mission is to Inspire and Nurture Leadership for Peace and Justice,,Brooklyn,,El Puente/ Friends of Hope,,NY,311 Central Avenue,,1,501(c)(3) (or has applied),http://elpuente.us,11221,20-39%,103953,,,Civic,Park,MANAGE,1,1982,1,1
PC RELATIONSHIP,,,,8th Avenue between 66th Street and 67th Street Leif Ericson Park,Community improvement and capacity building,Yes,To make the community great again.,,BROOKLYN,PCRelationship@gmail.com,PC Relationship,347-972-1721,NY,"1315 63rd St., 1st Floor",,3,Group without 501(c)(3) or 501(c)(4) status,,11219,40-59%,106245,,,Civic,Park,PARTICIPATE/PARTNER/SUPPORT,1,2015,1,1
JH GREEN,,,,,,,,,,,,,,,,,,,,,20449,,,Civic,,,,,1,1
UNION STREET GARDEN AND COMMUNITY DEVELOPMENT,,,,"1029 Union Street
Brooklyn New York 11225",Community improvement and capacity building,Yes,"The mission statement defines the purpose for which the Union Street Garden is being established and described, in general, the activities the Union Street Garden can be involved in as a non-profit, tax exempt charitable corporation. The Board of Directo",,Brooklyn,,Union Street Garden and Community Development,718-774-5564,NY,1004 Union Street Brooklyn New York 11225 #3B,,,,,11225,60-79%,107700,,,Civic,Community Garden,MANAGE,1,1983,0,0
URBAN SKETCHERS,,,,,,,,,,,,,,,,,,,,,20974,,,Civic,,,,,1,1
CANINE COALITION,,,,,,,,,,,,,,,,,,,,,100378,,,Civic,,,,,1,1
FRIENDS OF BEACH 59TH PLAYGROUND,,,,,,,,,,,,,,,,,,,,,100738,,,Civic,,,,,1,1
APPLE SEED,,,,,,,,,,,,,,,,,,,,,102460,,,Civic,,,,,1,1
WELLNESS IN THE SCHOOLS,,,,,,,,,,,,,,,,,,,,,107892,,,Civic,,,,,2,2
AFFORDABLE AND SUPPORTIVE HOUSING,,,,,,,,,,,,,,,,,,,,,20019,,,Civic,,,,,1,1
BELMONT BID,,,,"E Fordham Road two E. 1 84th St
Hoffman to Southern Boulevard",Economic development,Yes,,,Bronx,Pmarino@bronxlittleitaly.com,Belmont BID,718-294-8259,NY,2396 Arthur avenue,Bronx little Italy.com,1,501(c)(3) (or has applied),http://bronxlittleItaly.com,10458,20-39%,102645,,,Civic,None of the above,MANAGE,1,2009,0,0
GREEN EARTH URBAN GARDENS,,,,,,,,,,,,,,,,,,,,,100857,,,Civic,,,,,2,2
BK CB9,,,,,,,,,,,,,,,,,,,,,102867,,,Civic,,,,,2,2
ART RESOURCES TRANSFER,,,,,,,,,,,,,,,,,,,,,31077,,,Civic,,,,,1,1
SKUDIN SURF,,,,,,,,,,,,,,,,,,,,,20860,,,Business,,,,,1,1
PUTNAM COUNTY HEALTH DEPT,,,,,,,,,,,,,,,,,,,,,20784,,,Government,,,,,1,1
FLUSHING MEADOWS CORONA PARK,,,,,,,,,,,,,,,,,,,,,103948,,,Civic,,,,,1,1
FRIENDS OF WISH PARK,,,,,,,,,,,,,,,,,,,,,20350,,,Civic,,,,,1,1
BRIC,,,,,,,,,,,,,,,,,,,,,100278,,,Civic,,,,,1,1
EAST OF HUDSON WATERSHED CORP,,,,"The NYC DEP East of Hudson Watershed, excluding the Kensico Basin",Other,Yes,Reduce phosphorus levels in stormwater runoff which is directly tributary to the NYC drinking water supply,,Patterson,kevin@eohwc.org,East of Hudson Watershed Corporation,845-319-634,NY,2 NYS Route 164,,1,501(c)(3) (or has applied),https://eohwc.org/,12563,80-100%,453809317,,,Civic,"Storm water management system (e.g. rain barrels, permeable paver, bioswales)",TRANSFORM,1,2011,0,0
CHELSEA WATERSIDE PARK ASSOC,,,,"Chelsea Waterside Park at 23rd Street and Eleventh Avenue, NYC

West 23rd, 22nd, 21st Street between Eighth and Ninth Avenues, NYC - Block Association",Environment,Yes,strive to engage the community in the maintenance and health of our green spaces in Chelsea.,,New York,,Chelsea Waterside Park Association,,NY,359 West 22nd Street,,3,Group without 501(c)(3) or 501(c)(4) status,http://cwpark.org,10011,80-100%,100420,,,Civic,Park,MANAGE,1,1998,1,1
FRIENDS OF HOPEWELL VALLEY OPEN SPACE,,,,"Hopewell Township, Mercer County, New Jersey is our primary focus area.  But we also include the New Jersey Invasive Species Strike Team, which works throughout New Jersey.",Environment,Yes,"The purpose of Friends of Hopewell Valley Open Space is to promote conservation in the Hopewell Valley Region through open space preservation, informed land use, wise stewardship, education and outreach.",,Pennington,info@fohvos.org,Friends of Hopewell Valley Open Space,609-730-1560,NJ,P.O. Box 395,,1,501(c)(3) (or has applied),http://fohvos.org,8534,80-100%,20321,,,Civic,Forest / Woodland,MANAGE,1,,0,0
PLG ARTS,,,,,,,,,,,,,,,,,,,,,8198,,,Civic,,,,,1,1
VIACOMM,,,,,,,,,,,,,,,,,,,,,20995,,,Civic,,,,,1,1
CITY OF NEW HAVEN,,,,,,,,,,,,,,,,,,,,,20189,,,Government,,,,,1,1
NYCHA,,,,,,,,,,,,,,,,,,,,,4650,,,Government,,,,,8,8
GIRL SCOUTS OF AMERICA,,,,,,,,,,,,,,,,,,,,,3596,,,Civic,,,,,9,9
BX COALITION FOR PARKS AND GREEN SPACES,,,,,,,,,,,,,,,,,,,,,1059,,,Civic,,,,,2,2
SWISS INSTITUTE CONTEMPORARY ART NEW YORK,,,,,"Arts, culture, creative practices",,Swiss Institute is an independent non-profit contemporary art institution dedicated to promoting forward-thinking and experimental art making through innovative exhibitions and programs. Committed to the highest standards of curatorial and educational ex,,New York,info@swissinstitute.net,Swiss Institute Contemporary Art New York,212-925-2035,NY,38 St. Marks Pl.,swiss_institute,1,501(c)(3) (or has applied),http://swissinstitute.net,10003,20-39%,31010,,,Civic,Rooftop,EDUCATE,2,1986,0,0
PS X32 BELMONT SCHOOL,,,,"We have developed rain harvesting and composting.

In the Belmont Bronx river watershed.",Education,Yes,The mission of our group is to provide environment education and stewardship to our students.,,Bronx,wpayret@schools.nyc.gov,PS 32 The Belmont School,,NY,690 East 183rd Street,,4,School-affiliated group,http://www.ps32.org/,10458,60-79%,106040,,,Civic,School yard / Outdoor classroom,EDUCATE,1,2015,0,0
FLATBUSH DEVELOPMENT CORPORATION,,,,"various commercial corridors Coney Island Abe to East 17 St on Cortelyou Road, Newkirk Avenue, and Newkirk Plaza School Garden at PS152/315, Glenwood Houses Community Center on East 58th and Farrigut Ave.","Human services (including day-care, family services)",Yes,"FDC is dedicated to meeting the needs of a diverse Flatbush Community. 
FDC identifies and responds to these needs by creating programs, campaigns, and partnerships through economic development, housing, youth, immigration and other initiatives that prom",,Brooklyn,,Flatbush Development Corporation (FDC),718-859-3800,NY,1616 Newkirk Avenue,fdconline,1,501(c)(3) (or has applied),http://fdconline.org,11226,1-19%,100693,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",MANAGE,1,,0,0
WILLIAM PENN FOUNDATION,,,,,,,,,,,,,,,,,,,,,30171,,,Civic,,,,,2,2
EDGECOMBE AVE GUERILLA GARDENERS,,,,,,,,,,,,,,,,,,,,,103645,,,Civic,,,,,1,1
STERLING PLACE BLOCK,,,,"Community garden on Fourth Avenue between Sackett and Union Streets
Street tree care in front of garden on Fourth Avenue
Some street tree care on Sackett Street",Environment,Yes,"Native plant community garden, rain garden, various other environmental plant projects, community composting --education on ecological practices, horticulture, history of the Gowanus Watershed, CSO issues, proximity to Gowanus Canal.",,Brooklyn,c/o Judy Janda  jjanda@igc.org,GreenSpace on Fourth,718-638-8939,NY,148 Sterling Place,,3,Group without 501(c)(3) or 501(c)(4) status,http://greenspaceon4th.org,11217,80-100%,101828,,,Civic,Community Garden,MANAGE,1,2013,0,0
FRIENDS OF CLEMENT CLARK MOORE PARK,,,,,,,,,,,,,,,,,,,,,103929,,,Civic,,,,,1,1
NATURE CONSERVANCY,,,,,,,,,,,,,,,,,,,,,5540,,,Civic,,,,,8,8
HIGHSTEAD FOUNDATION INC.,,,,"160 acres located at 127 Lonetown Rd. Redding, CT (I could send you a .shp file). Rainbow Lake Association beach Crescent Drive, Ridgefield, CT. Fox Hill Lake Association beach Bennett's Farm Road, Ridgefield, CT",Environment,Yes,,,Redding,,Highstead Foundation,203-938-8809,CT,P.O. Box 109,,1,501(c)(3) (or has applied),http://highstead.net,6875,,61108612,,,Civic,Forest / Woodland,PARTICIPATE/PARTNER/SUPPORT,1,,1,1
FLOYD MEMORIAL LIBRARY,,,,,,,,,,,,,,,,,,,,,31074,,,Government,,,,,1,1
HELL'S KITCHEN COMMONS,,,,,,,,,,,,,,,,,,,,,20397,,,Civic,,,,,1,1
BK SOCIETY FOR ETHICAL CULTURE,,,,,,,,,,,,,,,,,,,,,102896,,,Civic,,,,,1,1
SUSTAINABLE BUSINESS NETWORK NYC,,,,,,,,,,,,,,,,,,,,,20904,,,Civic,,,,,1,1
PERFECT EARTH PROJECT,,,,,,,,,,,,,,,,,,,,,20742,,,Civic,,,,,1,1
BANG LAND TRUST,,,,"--Pacific Street Brooklyn Bear's Community Garden, NW corner of Flatbush Avenue and Pacific Street
--Warren St. Marks Community Garden, with entrances on Warren Street and St. Marks Place btwn 4th and 5th Avenues
--GreenSpace @ President, NW corner of 5t",,Yes,,,Brooklyn,banglandtrust@gmail.com,Brooklyn Alliance of Neighborhood Gardens (BANG) Land Trust,718-926-7832,NY,143 East 8th Street,,1,501(c)(3) (or has applied),http://BANGLandTrust.org,11218,,102577,,,Civic,Community Garden,CONSERVE,1,,2,2
RED HOOK JUSTICE CENTER,,,,,,,,,,,,,,,,,,,,,20801,,,Civic,,,,,1,1
CORNUCOPIA NETWORK OF NJ,,,,,,,,,,,,,,,,,,,,,222631754,,,Civic,,,,,1,1
VISIT SI,,,,,,,,,,,,,,,,,,,,,21003,,,Civic,,,,,1,1
MS BK 51,,,,,,,,,,,,,,,,,,,,,20552,,,School,,,,,2,2
CAPTIV8 PROMOTIONS,,,,,,,,,,,,,,,,,,,,,20145,,,Civic,,,,,1,1
PS 41 GREENWICH VILLAGE SCHOOL,,,,"PS 41 116 West 11th Street, NYC 10011",Education,Yes,"Located in the heart of historic Greenwich Village, PS41 both reflects the rich cultural diversity of our neighborhood, and dynamically incorporates the resources of our neighborhood into our studies. The arts are integrated into all curriculum areas. Ou",,New York,,PS 41 The Greenwich Village School,,NY,116 West 11th Street,,4,School-affiliated group,http://ps41.org,10011,20-39%,106164,,,Civic,Rooftop,EDUCATE,1,1957,0,0
